,text,labels
37,هكذا عايدت  نجوى_كرم  وليد_ناصيف بعيده وهو يرد,ENTJ
38,sustainable change and a stronger sense of community thank you for everything you do,ENTJ
39,melania may not care about human beings in detention centers this holiday season but i do my christmas wish is that you do too please support  to get migrant children out of detention centers and reunite families vid by,ENTJ
40,hey   itsyourmove   scrabblego  scrabblegopartner,ENTJ
41,this black indigenous family is fighting against displacement and you can help them here at,ENTJ
42,this is what used to happen when id travel to visit my family over the holidays were all better off staying put this year stay home and stay safe,ENTJ
43,i too am higher than previously calculated,ENTJ
44,dumped  3 million of stock to protect her own wealth after a private senate briefing on the coronavirus pa,ENTJ
45,the plus side of being a republican who doesnt wear masks or believe in covid is when you get it you receive the best care in the nation from a team of the top doctors,ENTJ
46,this is monday this is also edibles and if you live in georgia today is the last day to register to vote in the january runoff do it now at,ENTJ
47,georgia  today is the last day to register for the january 5th runoff to elect  and if youre,ENTJ
48,thank you mtv and,ENTJ
49,anyone with hair this long is suspicious also georgia values is the new term for southern racism,ENTJ
50,i know its so hopeless but i hate giving up on people and their inner human spiritdecency,ENTJ
51,seriously these poor suckers,ENTJ
52,in the middle of a pandemic that they dont believe,ENTJ
53,chess gt life,ENTJ
54,i wuv u,ENTJ
55,the new videos have been hilarious  i like the daily uploads,ENTJ
56,main channel video  0o,ENTJ
57,wow thats interesting because people probably would have thought hed fall off by now but he hasnt four years later and he is still crushing itas someone who about to hit 50 mil that makes me feel good about the next 4 years haha,ENTJ
58,hype hype hype,ENTJ
59,this might be the sexiest image ive ever seen,ENTJ
60,vouch,ENTJ
61,no prob,ENTJ
62,yooo i love how this is how i found out lol,ENTJ
63,vouch,ENTJ
64,has anyone opened a single fleet in the past week,ENTJ
65,whats that,ENTJ
66,vouch,ENTJ
67,vouch,ENTJ
68,sunday she pins  wwenxt  womenschampion  to win  wargames for her teamwednesday she defeats  in the ma,ENTJ
69,wwenxt new years 𝑬𝑽𝑰𝑳  january 6 2021 live on   lets ring in the new year 𝘵𝘰𝘨𝘦𝘵𝘩𝘦𝘳,ENTJ
70,triple threat tag team action on  wwenxt  amp  have to be keeping an eye on the competition here   http,ENTJ
71,i got a message for your boy when hes ready finns readywere also ready  wwenxt,ENTJ
72,does he have your attention   the  nxtchampion  kicks off  wwenxt right now on,ENTJ
73,were here to get you ready for an allnew  wwenxt coming at you tonight at 87c on,ENTJ
74,less than a half hour away     wwenxt,ENTJ
75,the peoples champ   thanks  and  for the new hardware,ENTJ
76,all eyes on the prine nxtchampion  kicks off the action tonight on  wwenxt,ENTJ
77,its  slammy szn from voting to categories to nominees heres everything you need to know about the 2020 slammy awards  the,ENTJ
78,wow just unbelievable congratulations to everyone in this  wargames match  wearenxt  nxttakeover,ENTJ
79,wargames and the system  shockedand that boys and girls is undisputed  nxttakeover,ENTJ
80,nxttakeover  wargames,ENTJ
81,may your new years be 𝐸𝒱𝐼𝐿dont miss  wwenxt new years evil on january 6 2021 at 87c on      nxttakeov,ENTJ
82,historymaking no matter how it happens congratulations to  on capturing the  nxtnatitle for the third time     nxttakeover,ENTJ
83,its mrs wyoming to you,ENTJ
84,gooood morning everyone   how are we today,ENTJ
85,current location,ENTJ
86,time to make smores and enjoy this 30 weather,ENTJ
87,for everyone wondering im never gonna leave hidden hills   i just bought a home in wyoming with a lot of land for my family and i  going to split my time between california and here  ps city hall had no line and everyone was nice,ENTJ
88,im about to get my new wyoming drivers license and take my photo   what velour liquid lipstick color should i wear,ENTJ
89,good morningggg from diva lynn,ENTJ
90,winter is here and to celebrate the end of the year we have four iconic mystery boxes launching this friday   12112020  10am pst  1pm est  pick your poison and see what you get    mysterybox  jeffreestarcosmetics,ENTJ
91,goooood morning everyone   were flying to wyoming to spend some time at my house and enjoy some snow,ENTJ
92,wtf this is iconic,ENTJ
93,have you watched yesterdays new video   my lips are still peeling,ENTJ
94,goooood morning everyone    time to wake and bake,ENTJ
95,i just worked out in the gym with a 40 inch wig on,ENTJ
96,this is amazing,ENTJ
97,new video alert  time to go down memory lane and celebrate the 6th anniversary of jsc   i swatch every liquid lipstick ive ever made,ENTJ
98,joe biden expected to pick first asianamerican woman for top trade envoy,ENTJ
99,eu to tell big tech to police internet or face large fines,ENTJ
100,new career goals  what happened when thierry dusautoir former world rugby player of the year went to business school,ENTJ
101,what would have happened had instagram remained independent  tell us your views,ENTJ
102,thailand to reopen to the outside world finance minister says,ENTJ
103,new us cricket league aims to crack worlds largest sports market,ENTJ
104,business students faculty and employers seek a greater emphasis on social purpose in academic research,ENTJ
105,airbnb prices shares well above range as ipo frenzy continues,ENTJ
106,ge to pay  200m to resolve sec probe into claims it misled investors,ENTJ
107,miss going to the theatre  here is the fts selection of the best performances you can watch from home right now,ENTJ
108,hello hong kong while you were sleeping this was our most read story,ENTJ
109,the only thing unusual about the looming vaccine row is that it could reveal americas health iniquities with surprising clarity,ENTJ
110,coronavirus latest  chicago aims to supply free vaccine to all adults in 2021,ENTJ
111,juan carlos pays out 680000 in effort to settle spanish tax issues,ENTJ
112,do you have a favourite bookshop  tell us about it and why its so special to you in the comments at the bottom of this article we may publish a selection of the best on,ENTJ
113,im performing a couple of socially distanced shows in worthing this evening please support your local theatres,ENTJ
114,jimmy carr on dealing with hecklers amp hanging out with bruce springsteen via,ENTJ
0,in a promised land i talk about the decisions i had to make during the first few years of my presidency here are some thoughts on how i approach tough questions,ENTP
1,with covid19 cases reaching an alltime high this week weve got to continue to do our part to protect one another this pandemic is far from over and your actions can help save lives,ENTP
